SCAC,Company name,Country,Category
SNVC,SUNSKY LOGISTICS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
SUYP,SUN-TEX TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
SAJW,SUNTIN INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SNTK,SUN TRACK EXPRESS,,Other Players
SUVO,SUN V N,,Other Players
SNWB,SUNWARD LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SNYE,SUNWAY EXPRESS INCORPORATED,USA,Mid-sized International Freight Forwarders
SJOJ,SUNWAY LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SLQG,SUNWORLD LOGISTICS (QINGDAO) COMPANY LIMITED,,Mid-sized International Freight Forwarders
SEYL,SUNYA (SHENZHEN) GLOBAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SCVA,SUPER CARGO SERVICE COMPANY LIMITED,,Mid-sized International Freight Forwarders
SEKT,SUPER ECO TANKERS MANAGEMENT INCORPORATED,USA,Other Players
SEPT,SUPER EXPRESS INCORPORATED,USA,Other Players
SGYS,SUPER GUA INCORPORATED,USA,Other Players
SKEP,SUPERIOR BROKERAGE SERVICES INCORPORATED,USA,Other Players
SFSJ,SUPERIOR FREIGHT SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
SUWV,SUPERIOR LS LIMITED LIABILITY COMPANY,USA,Other Players
SSBY,SUPERIOR SUGARDALE MEATS,,US Importer
TJVG,SUPERLINE LOGISTICS (XIAMEN) INCORPORATED,USA,Mid-sized International Freight Forwarders
SJKH,SUPER LINKING LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SPVG,SUPERLINK INTERNATIONAL LOGISTICS (SHENZHEN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
SPHF,SUPER POPULAR INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SUPS,SUPER TRANS LINES INCORPORATED,USA,NVOCCs
SCSN,SUPPLY CHAIN SOLUTIONS INCORPORATED,USA,Mid-sized International Freight Forwarders
SYCS,"SUPPLY CHAIN SOLUTIONS, LIMITED LIABILITY COMPANY",USA,Mid-sized International Freight Forwarders
SBCN,SUPREME BULK CARRIERS LIMITED,,Other Players
SCIB,SURE COURIER,,Other Players
SUYL,SURERUS CONSTRUCTION & DEVELOPMENT LIMITED,,Other Players
SSLM,SUREWAY SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
SLPM,SURGEPORT LOGISTICS PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
SLMG,SURPASS LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SZHI,SUZHOU TRUSTTRANS INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
SYLC,SUZHOU YUN LOGISTICS TECHNOLOGY COMPANY LIMITED,,Mid-sized International Freight Forwarders
SVIA,S V I TRANSPORTATION,,Other Players
SVTA,SVT LOGISTICS INCORPORATED,USA,Other Players
SWIJ,SWAT INTERNATIONAL INCORPORATED,USA,Other Players
SWJT,SWENLOG SUPPLYCHAIN SOLUTIONS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
SIFK,SWIFT CARGO INCORPORATED,USA,Mid-sized International Freight Forwarders
SWGB,SWIFT GLOBAL LINE,,NVOCCs
SXBW,SWIRE BULK PTE LIMITED,,Other Players
QWJA,SWIRE SHIPPING PTE LIMITED,,Other Players
SSBF,SWIRE SHIPPING PTE LIMITED,,Other Players
SWZI,SWISSMARINE INCORPORATED,USA,Other Players
SWMN,SWISSMARINE SERVICES S A,,Other Players
SPIS,SWISS PETROCHEMICAL INVESTMENTS INCORPORATED,USA,Other Players
SYAL,SYER TRANSPORTATION SERVICES LIMITED,,Other Players
SYAY,SYNCTRANS INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
SGSA,SYNERGAS S R L,,Other Players
TVQC,SYNERGIE CANADA INCORPORATED,CANADA,Other Players
SYGR,SYNERGY GROUP,,Other Players
SYJN,SYNERGY MARINE COMMERCIAL MANAGEMENT PTE LIMITED,,Other Players
SYNR,SYNERGY SIMPLE LIMITED LIABILITY COMPANY,USA,Other Players
SYSA,S Y SHIPPING CORPORATION,,Mid-sized International Freight Forwarders
SMFJ,SYSTEMFREIGHT INCORPORATED,USA,Other Players
SACY,SYSTEMS AMERICAN CARGO INCORPORATED,USA,Mid-sized International Freight Forwarders
SZDI,SYZ TRANSPORT INCORPORATED,USA,Other Players
SGQQ,SZSR GLOBAL INCORPORATED,USA,Mid-sized International Freight Forwarders
TWMF,TAEWOONG LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TGIL,TAGGART INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
TXSL,TAICANG XINTAI INTERNATIONAL SHIPPING AGENCY COMPANY LIMITED,,Mid-sized International Freight Forwarders
TSLP,TAICHI SHIPPING PTE LIMITED,,Other Players
TXFJ,TAI FENG CARGO DIVISION (GUANGZHOU) COMPANY LIMITED,,Mid-sized International Freight Forwarders
TQHI,TAIHUA SHIPPING PTE LIMITED,,Other Players
TWDS,TAILWIND TRANSPORTATION LIMITED,,Other Players
TKAS,TAKASE ADD SYSTEM INCORPORATED,USA,Mid-sized International Freight Forwarders
TBAB,TALABARTERIA ARTESANAL EL CHICOTE,,Other Players
TPMW,"TALASILA, PRITAM",,Other Players
TYON,TALLEY OIL INCORPORATED,USA,Other Players
TSLF,TALLIE SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
TLWN,TALL PINE TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
TLSW,TALOS PRODUCTION LIMITED LIABILITY COMPANY,USA,Other Players
TAWK,TALOS SHIPPING LIMITED,,Other Players
TSCY,TAMAI STEAMSHIP COMPANY LIMITED,,Other Players
TMOP,TAMERRICK LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
TWLO,TAMPA WESTERN LOGISTICS CORPORATION,,Mid-sized International Freight Forwarders
TDGT,TANDEM GLOBAL LOGISTICS,,Mid-sized International Freight Forwarders
TNRK,TANERA TRANSPORT,,Other Players
TGAF,"TANGUAY, GESTION CARL",,Other Players
TNKP,TANKERSKA PLOVIDBA,,Other Players
TRFH,TANYA-RAY FISHING,,Other Players
TAMT,TARANT MARINE,,Other Players
TBKN,TARBIT TANKERS BV,,Other Players
TGMW,TARGET MARINE S A,,Other Players
TASH,TAS TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
TSEL,TATA STEEL EUROPE,,Other Players
ANPB,TATLA BROTHERS TRANSPORT INCORPORATED,USA,Other Players
TFPV,TAURUS FORWARDERS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
TUMW,TAURUS MANAGEMENT INCORPORATED,USA,Other Players
TMIF,TAURUS MANAGEMENT INCORPORATED,USA,Other Players
TMLQ,TAYLOR MADE LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
TWLD,TAYLOR WAY LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
TBMG,TB MARINE SHIPMANAGEMENT GMBH & COMPANY KG,,Other Players
TBNA,TBS NORTH AMERICA LINER LIMITED,,NVOCCs
TBPY,T-BULK (ITALY) SRL,,Other Players
TCKI,TCA TRUCKING,,Other Players
TQCG,TCG LOGISTICS (CHINA) COMPANY LIMITED,,Mid-sized International Freight Forwarders
TIIF,TCL LOGISTICS,,Mid-sized International Freight Forwarders
TILM,TCP INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Other Players
TCUG,TCTG,,Other Players
TDIB,TDIM INCORPORATED,USA,Other Players
TDQH,T & D INTL LOGISTICS (DALIAN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
TDKS,TDK TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
TJDQ,TD LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
TDFG,T DOT FREIGHTWAY INCORPORATED,USA,Other Players
TDNB,TDSD LINE LIMITED,,NVOCCs
TDZT,TD TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
TGFC,TEAGUE FISHING CORPORATION,,Other Players
TEBJ,TEAL ROSE SERVICES,,Other Players
TEGK,TEAM AM (BANGLADESH) LIMITED,,Mid-sized International Freight Forwarders
TEEQ,TEAMFREIGHT CORPORATION,,Mid-sized International Freight Forwarders
TFCO,TEAM FUEL CORPORATION,,Other Players
TGBJ,TEAM GLOBAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TMGB,TEAM GLOBAL LOGISTICS PVT LIMITED,India,Large Indian Freight Forwarders
TVXM,TEAMLEADER LOGISTICS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
TLGV,TEAMLINE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TOSE,TEAM OCEAN SERVICES INCORPORATED,USA,Mid-sized International Freight Forwarders
TPWI,TEAMPOWER LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
TINT,TEAM TANKERS INTERNATIONAL LIMITED,,Other Players
TUGL,TEAM UP GLOBAL,,Mid-sized International Freight Forwarders
TWDC,TEAM WELL LOGISTICS (GZ) LIMITED,,Mid-sized International Freight Forwarders
TECG,TECH CARGO,,Mid-sized International Freight Forwarders
THNO,TECHNIP UK LIMITED,,Other Players
TEGH,TECHNOMAR SHIPPING INCORPORATED,USA,Other Players
TLEW,TEC LOGISTICS COMPANY LIMITED SHANGHAI BRANCH,,Mid-sized International Freight Forwarders
TMAY,TEEGRUS MANAGEMENT & AGENCY INCORPORATED,USA,Other Players
TKSH,TEEKAY TANKERS LIMITED,,Other Players
TCLS,TEEROCS LIMITED COMPANY,,Other Players
TEOP,TELEPORT TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
TMXT,TEMAX INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TEOO,TEO SHIPPING CORPORATION,,Other Players
TRGR,TERMARE SHIPMANAGEMENT GMBH & COMPANY KG,,Other Players
TVVO,TERMINAL LOGISTICS DISTRIBUCION SA DE CV,,Other Players
TWWD,TERRA WORLDWIDE LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
TCAL,TESTUDO CONSOLIDATION SOLUTIONS LIMITED,,Mid-sized International Freight Forwarders
TEUG,TEU GLOBAL,,Mid-sized International Freight Forwarders
TQEB,TEUS AND TONS LOGISTICS PVT. LIMITED,,Mid-sized Indian Freight Forwarders
TEWS,"TEU (SHENZHEN) INTERNATIONAL SHIPPING & FORWARDING COMPANY., LIMITED.",,Mid-sized International Freight Forwarders
TVHQ,TEU SHIPPING AND FORWARDING SA,,Mid-sized International Freight Forwarders
TNFF,T-FAST TRANSPORT INCORPORATED,USA,Other Players
TFMA,TFMARINE INCORPORATED,USA,Other Players
THLA,THALIA MARITIME COMPANY LIMITED,,Other Players
CSSL,THE CSL GROUP INCORPORATED,USA,Other Players
THOE,THE INSIGHT INCORPORATED,USA,Other Players
TNAR,THENAMARIS (SHIPS MANAGEMENT) INCORPORATED,USA,Other Players
THET,THETIS SHIPPING COMPANY LIMITED,,Other Players
THGL,T H I LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TTME,THIND TRANS LINE INCORPORATED,USA,Other Players
TZJR,THINK GLOBAL LOGISTICS PTY LIMITED,,Mid-sized International Freight Forwarders
THYY,THISTLE GLOBAL LOGISTICS PTE LIMITED,,Mid-sized International Freight Forwarders
THOS,TH LOGISTICS,,Mid-sized International Freight Forwarders
TOHM,THOMAS DELK TRUCKING,,Other Players
THAN,"THOMAS, HOMER TRUCKING LIMITED LIABILITY COMPANY",USA,Other Players
THJF,THOMAS MARINE LAUNCH SERVICES,,Other Players
THMT,THOMAS TRUCKING,,Other Players
TSHB,THOME SHIP MANAGEMENT PTE LIMITED,,Other Players
TNKN,"THOMPSON, N TRUCKING INCORPORATED",USA,Other Players
TJFD,THOMSEN-JUNG FARMS LIMITED,,Other Players
THZS,THORCO PROJECTS A/S,,Other Players
THRS,THORESEN & COMPANY (BANGKOK) LIMITED,,Mid-sized International Freight Forwarders
TJOB,THOR JOHNSON,,Other Players
TYPC,THORNLEY & PITT INCORPORATED,USA,Mid-sized International Freight Forwarders
TAAB,THREE A'S (3A'S) FREIGHT,,Mid-sized International Freight Forwarders
TBBW,THREE B (3B) TRANSPORTATION SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
TBTB,THREE BEARS TRUCKING,,Other Players
THFH,THREE FORT LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
TPUL,THREE PLUS (3 PLUS) LOGISTICS,,Mid-sized International Freight Forwarders
TSUY,THREE S (3S) TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
THNL,THREE SEAS SHIPPING PTE LIMITED,,Other Players
TSNK,THREE SIX ZERO (360) LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
TWWM,THREE W (3W) LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TWJC,THREE WAY TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
TNIV,THRUTAINERS INTERNATIONAL,,NVOCCs
TKBV,THUN TANKERS B V,,Other Players
TPSL,TIAMAT PERU SAC,,Mid-sized International Freight Forwarders
TETP,TIAN ENTERPRISES LIMITED,,Other Players
TJDH,TIANJIN ANHAI LOGISTICS DEVELOPMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
TCIJ,TIANJIN CONSOL LINES,,NVOCCs
TNJL,TIANJIN COSBULK SHIP MANAGEMENT COMPANY LIMITED,,Other Players
THAP,TIANJIN HOPE SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
TJIF,TIANJIN JIAYUNHANG INTERNATIONAL FREIGHT FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
TPYB,TIANJIN PENAVICO FREIGHT & FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
TVFF,TIANJIN V LINE FORTUNE INTL FREIGHT FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
TXDY,TIANJIN XIANGTONG DEVELOP INTERNATIONAL FREIGHT AGENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
TYJH,TIANJIN YANRUI INTERNATIONAL FREIGHT FORWARDING COMPANY LIMITED,,Mid-sized International Freight Forwarders
TUBD,TIANLU LOGISTICS (NINGBO) COMPANY LIMITED,,Mid-sized International Freight Forwarders
TRLI,TIAN RONG LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
TLDM,TIANSHI LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TICI,TICO INTERNATIONAL CORPORATION,,Other Players
TBYD,TIDEBAY LIMITED,,Other Players
TIDL,TIDE LINE INCORPORATED,USA,Other Players
TIDM,TIDEWATER MARINE LIMITED LIABILITY COMPANY,USA,Other Players
TWNA,TIDEWATER TRANSPORTATION CANADA INCORPORATED,CANADA,Other Players
TOLC,TIER ONE LOGISTICS,,Other Players
TMTC,TIFFIN MTL,,Other Players
TGRB,TIGER LOGISTICS INDIA LIMITED,,Large Indian Freight Forwarders
TSOC,TIGERS USA GLOBAL LOGISTIS INCORPORATED,USA,Large International Freight Forwarders
TIJF,TIJ FREIGHT SERVICES COMPANY LIMITED,,Mid-sized International Freight Forwarders
TWLM,TIMECRTI WORLDWIDE LOGISTICS,,Mid-sized International Freight Forwarders
TMES,TIMES CARGO LOGISTIC COMPANY LIMITED,,Mid-sized International Freight Forwarders
TSQS,TIMES SHIPPING PTE LIMITED,,Other Players
TWNN,TIME WINNER INTL EXPRESS,,Mid-sized International Freight Forwarders
TTSL,TIMMONS TRANSPORT SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
TAGS,TIRYAKI AGRO GIDA SANAYI VE TICARET A S,,Other Players
TYHF,TIRYAKI SHIPPING FZE,,Other Players
TFZW,TIRYAKI SHIPPING FZ LIMITED LIABILITY COMPANY,USA,Other Players
TALO,TITANIUM AMERICAN LOGISTICS INCORPORATED,USA,Other Players
TIFI,TITAN SHIPPING LINE INCORPORATED,USA,NVOCCs
TITT,TITAN TRANSPORT SERVICES LIMITED LIABILITY COMPANY,USA,Other Players
TKBT,T K B SHIPPING A/S,,Other Players
TKGC,TKG TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
TTWM,TK TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
TLXC,TLC EXPRESS LINES,,NVOCCs
TLKG,T-LINK LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
TMME,TLM TRANSPORT LIMITED LIABILITY COMPANY,USA,Other Players
TLRJ,TLR - TOTAL LOGISTICS RESOURCE INCORPORATED,USA,Mid-sized International Freight Forwarders
TLYI,TLSS INCORPORATED,USA,Other Players
TSOP,TLS SOLUTIONS LIMITED LIABILITY COMPANY,USA,Other Players
TOBO,TMA BULK & LOGISTICS INCORPORATED. C/O TMA BULK GMBH & COMPANY.KG,USA,Other Players
TBPN,TMA BULK POOL INCORPORATED,USA,Other Players
TBSV,TMC GLOBAL FORWARDING INDIA PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
THNH,TMCL CONTAINER LINE GMBH,,NVOCCs
TMIP,TMC SHIPPING MIDDLE EAST DMCC,,Mid-sized International Freight Forwarders
TMDB,TMD TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
TMFQ,T & M FORWARDING,,Mid-sized International Freight Forwarders
TBKR,TMS BULKERS LIMITED,,Other Players
TMDL,TMS CARDIFF GAS LIMITED,,Other Players
TDRW,TMS DRY LIMITED,,Other Players
TMWH,TMS SEACOD GMBH & COMPANY KG,,Other Players
TPKW,TMS SEAPIKE GMBH & COMPANY KG,,Other Players
TSGK,TMS SEASPRAT GMBH & COMPANY KG,,Other Players
TMYQ,TMS SEATROUT GMBH & COMPANY KG,,Other Players
TMZK,TMS TANKERS LIMITED,,Other Players
TMYW,TMT,,Other Players
TSUS,TMT USA INCORPORATED,USA,Other Players
TNKD,TNK LOGIS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TFUM,TNS FREIGHT SOLUTIONS,,Mid-sized International Freight Forwarders
TNSV,TN SHIPPING GMBH & COMPANY KG,,Other Players
TNSO,TNS LOG SERVICES SDN BHD,,Mid-sized International Freight Forwarders
TNJW,TNS TRUCKING & HAULING LIMITED LIABILITY COMPANY,USA,Other Players
TNUB,"TNT FADIN LOGISTICS COMPANY., LIMITED",,Mid-sized International Freight Forwarders
TFKL,TNT FREIGHTLINE LIMITED LIABILITY COMPANY,USA,Other Players
THLJ,TNT HAULING LIMITED LIABILITY COMPANY,USA,Other Players
TBBV,TOBE LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TOCC,TOCAT TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
TCQV,TOC LOGISTICS INTERNATIONAL INCORPORATED,USA,Mid-sized International Freight Forwarders
TDKC,TO DOOR INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
TOIA,T O I L,,Other Players
TLBD,TOKIN LOGISTICS (SHENZHEN) COMPANY LIMITED,,Mid-sized International Freight Forwarders
TOKO,TOKO KAIUN KAISHA LIMITED,,Other Players
TKMA,TOKYO MARINE ASIA PTE LIMITED,,Other Players
TOLA,TOLANI SHIPPING COMPANY LIMITED,,Other Players
TGFH,TOLL GLOBAL FORWARDING (HONG KONG) LIMITED,,Large International Freight Forwarders
TMXB,TOMAX LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
TIPJ,TOMINI TRANSPORTS LIMITED LIABILITY COMPANY,USA,Other Players
TOEP,TONE TRANSPORT COMPANY,,Other Players
TNWR,TONGLI SHIPPING PTE LIMITED,,Other Players
TXGF,TONGXIANG LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TQZQ,TONG YANG MEDIA COMPANY LIMITED,,Other Players
TONS,TONS LOGISTICS INTERNATIONAL LIMITED,,Mid-sized International Freight Forwarders
TQPI,TOPASIA INTERNATIONAL LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TCLI,TOP CONTAINER LINE INCORPORATED,USA,NVOCCs
TOBV,TOP EXPRESS INCORPORATED,USA,Other Players
TEPI,TOP EXPRESS INTERNATIONAL CORPORATION,,Mid-sized International Freight Forwarders
TFHD,TOP FLIGHT TRANSPORTATION LIMITED LIABILITY COMPANY,USA,Other Players
TCFL,TOPIC FLEET (MARFIN MANAGEMENT S A M),,Other Players
TLEH,TOP LINE ENTERPRISE INCORPORATED,USA,Other Players
TPFQ,TOPLINE FREIGHT INCORPORATED,USA,Mid-sized International Freight Forwarders
TOKS,TOPLINK LOGISTICS INCORPORATED,USA,Mid-sized International Freight Forwarders
TOVT,TOP LOAD LIMITED LIABILITY COMPANY,USA,Other Players
TLKH,TOP LOGISTICS KOREA COMPANY LIMITED,,Mid-sized International Freight Forwarders
TLNT,TOP LOGISTICS NJ INCORPORATED,USA,Mid-sized International Freight Forwarders
TOPO,TOPOCEAN CONSOLIDATION SERVICE (LOS ANGELES) INCORPORATED,USA,NVOCCs
TOQN,TOP PROFIT INTERNATIONAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
TSIJ,TOP SEALAND INTERNATIONAL COMPANY LIMITED,,Mid-sized International Freight Forwarders
TPQW,TOPSHEEN SHIPPING LIMITED,,Other Players
TOYP,TOP SHIPPING SYSTEMS CORPORATION,,Mid-sized International Freight Forwarders
TOWJ,"TOP STAR EXPRESS TAIWAN COMPANY., LIMITED.",,Mid-sized International Freight Forwarders
TMGA,TOP TEAM LOGISTICS (NINGBO) COMPANY LIMITED,,Mid-sized International Freight Forwarders
TPGR,TOP TRANS LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
TUBW,TOP UNION NINGBO COMPANY LIMITED,,Mid-sized International Freight Forwarders
TWNJ,TOPWINNER TRANSPORTATION LIMITED,,Mid-sized International Freight Forwarders
TDAC,TORONTO DRYDOCK LIMITED,,Other Players
TLKM,TORONTO LIVE KING CRAB INCORPORATED,USA,Other Players
TOGP,TOSHIBA LOGISTICS CORPORATION,,Large International Freight Forwarders
TLCB,TOSH LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TCLY,TOTAL CARE LOGISTICS LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
TLFN,TOTAL FREIGHT LINES,,Mid-sized International Freight Forwarders
TMLD,TOTAL MARITIME LOGISTICS PTY LIMITED,,Mid-sized International Freight Forwarders
TORC,TOTAL OILFIELD RENTALS INCORPORATED,USA,Other Players
TSYH,TOTAL TRANSPORT SYSTEMS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
TOTE,TOTE MARITIME ALASKA INCORPORATED,USA,Other Players
TMGT,TOTE MARITIME PUERTO RICO LIMITED LIABILITY COMPANY,USA,Other Players
TOCE,TOUCH OF CLASS LIMO SERVICE LIMITED LIABILITY COMPANY,USA,Other Players
TOUL,TOUREL LIMITED,,Other Players
TBUF,TOW BOAT U S FT LAUDERDALE,,Other Players
TFKK,TOYOFUJI SHIPPING COMPANY LIMITED,,Other Players
TYSC,TOYOTSU LOGISTICS SERVICE COMPANY LIMITED,,Mid-sized International Freight Forwarders
TPHJ,TPH INTERNATIONAL SHIPPING,,Mid-sized International Freight Forwarders
TPIQ,TPI LOGISTICS COMPANY LIMITED,,Mid-sized International Freight Forwarders
TVPJ,T & P LOGISTICS LIMITED,,Mid-sized International Freight Forwarders
TIHF,TPLOGIX INCORPORATED,USA,Other Players
TOXF,TPLOGIX INCORPORATED,USA,Other Players
TXSV,TPL (XIAMEN) SUPPLY CHAIN MANAGEMENT COMPANY LIMITED,,Mid-sized International Freight Forwarders
TWUM,TP WORLD COMPANY LIMITED,,Mid-sized International Freight Forwarders
TQNV,TQL LOGISTICS PRIVATE LIMITED,India,Mid-sized Indian Freight Forwarders
TVTN,TRACSTAR TRANSPORT INCORPORATED,USA,Other Players
TKGS,TRACSTAR TRUCKING OF GEORGIA INCORPORATED,USA,Other Players
TRFQ,TRADEPOINT FREIGHT SERVICES,,Mid-sized International Freight Forwarders
TRNH,TRADESMAN LOGISTICS LIMITED LIABILITY COMPANY,USA,Other Players
TDWR,TRADEWINDS INTL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
TWIN,TRADEWORKS INTERNATIONAL LIMITED LIABILITY COMPANY,USA,US Importer
TSJE,TRADING SOLUTIONS USA LIMITED LIABILITY COMPANY,USA,US Importer
TGRA,TRAFIGURA MARITIME VENTURES LIMITED,,Other Players
TRLD,TRAILER BRIDGE INCORPORATED,USA,NVOCCs
TRBR,TRAILER BRIDGE INCORPORATED,USA,NVOCCs
TBIE,TRAILER BRIDGE INTERNATIONAL INCORPORATED,USA,NVOCCs
TRNV,TRAMMO NAVIGATION LIMITED,,Other Players
TAEP,TRANS-AMERICA EXPRESS,,Mid-sized International Freight Forwarders
TMLH,TRANSAMERICA LOGISTIC,,Mid-sized International Freight Forwarders
TCAW,TRANS AMERICAN CUSTOMHOUSE BROKERS INCORPORATED,USA,Other Players
TQAM,TRANS-AM SEA FREIGHT (HK) LIMITED,,Mid-sized International Freight Forwarders
TGHW,TRANSARG TRUCKING LIMITED LIABILITY COMPANY,USA,Other Players
TCQD,TRANSATLANTICA COMMODITIES PTE LIMITED,,Other Players
TABM,TRANS-ATLANTIC AGENCIES INCORPORATED,USA,Other Players
TCCQ,TRANSATLANTIC CEMENT CARRIERS INCORPORATED,USA,Other Players
TBGF,TRANS BORDER GLOBAL FREIGHT SYSTEMS INCORPORATED,USA,Mid-sized International Freight Forwarders
TILC,TRANSBORDER INTERNATIONAL LIMITED LIABILITY COMPANY,USA,Mid-sized International Freight Forwarders
TLXY,TRANSBOX LOGISTICS PVT LIMITED,India,Mid-sized Indian Freight Forwarders
